progress_id,enrollment_id,completed_percent,last_access_date
17348,5855,21,2022-05-13
17349,1046,6,2025-07-13
17350,3378,61,2025-03-22
17351,8346,44,2024-05-28
17352,3578,51,2025-09-04
17353,3234,37,2026-04-02
17354,4964,63,2020-04-20
17355,4081,48,2023-05-03
17356,6865,90,2024-09-24
17357,88,61,2022-06-24
17358,8284,71,2024-10-02
17359,5858,43,2020-08-10
17360,9044,24,2022-05-16
17361,1235,78,2022-12-15
17362,7278,55,2023-07-25
17363,1704,21,2021-08-03
17364,3734,74,2025-12-23
17365,4246,36,2025-09-01
17366,6650,52,2019-11-26
17367,7975,76,2020-01-22
17368,6679,51,2025-10-09
17369,5548,54,2020-12-01
17370,4347,24,2023-04-24
17371,2433,31,2024-04-06
17372,5251,55,2023-07-14
17373,7985,22,2025-03-16
17374,3039,61,2025-02-13
17375,2360,88,2020-08-04
17376,8464,76,2024-09-28
17377,9314,11,2026-02-21
17378,124,86,2025-09-17
17379,2585,46,2022-01-08
17380,3633,49,2022-03-22
17381,157,46,2020-07-17
17382,4800,39,2020-12-01
17383,3465,17,2020-10-09
17384,1162,21,2021-01-31
17385,7436,49,2020-07-25
17386,4179,79,2024-01-06
17387,8609,76,2026-05-02
17388,8422,20,2024-10-10
17389,4341,74,2022-12-09
17390,814,71,2022-06-27
17391,8336,64,2020-12-28
17392,9997,74,2022-03-07
17393,2041,82,2021-09-08
17394,5779,4,2025-07-22
17395,6826,89,2020-02-22
17396,9970,43,2021-04-14
17397,1885,65,2020-12-25
17398,6211,0,2021-02-15
17399,8946,73,2020-07-31
17400,2960,40,2022-12-15
17401,403,65,2024-01-13
17402,4301,55,2023-08-13
17403,5380,45,2025-11-26
17404,6014,50,2025-01-30
17405,4249,49,2025-03-25
17406,3544,53,2025-11-19
17407,9136,16,2026-02-16
17408,9040,18,2024-12-10
17409,3008,66,2026-05-07
17410,1595,30,2021-08-31
17411,8615,21,2025-12-27
17412,2358,34,2023-06-10
17413,7833,72,2021-04-19
17414,1468,36,2021-12-06
17415,2985,76,2024-03-21
17416,5782,64,2023-12-07
17417,6743,52,2023-11-21
17418,2999,68,2025-07-21
17419,2100,36,2023-08-10
17420,769,55,2022-01-06
17421,5986,15,2024-07-03
17422,240,92,2025-08-21
17423,5069,76,2025-03-22
17424,2971,61,2020-07-30
17425,8532,50,2023-11-15
17426,2354,14,2021-12-23
17427,3719,92,2024-06-22
17428,4761,69,2024-07-30
17429,4005,0,2022-02-21
17430,6310,34,2025-04-19
17431,8858,28,2023-11-26
17432,5434,30,2023-05-28
17433,1917,0,2022-01-14
17434,2899,8,2023-02-17
17435,7138,50,2025-12-27
17436,226,55,2022-06-12
17437,5652,28,2022-06-25
17438,1588,78,2024-04-08
17439,1024,57,2021-02-03
17440,4963,71,2025-03-27
17441,8080,77,2019-06-15
17442,5066,71,2020-10-21
17443,2373,80,2019-05-19
17444,7450,83,2025-08-30
17445,495,2,2023-08-11
17446,7021,71,2019-11-01
17447,785,47,2020-09-22
17448,8337,41,2022-03-14
17449,8485,70,2024-07-14
17450,6351,66,2023-09-23
17451,3488,99,2022-02-09
17452,4809,22,2025-12-29
17453,8929,73,2024-03-14
17454,3679,30,2022-07-15
17455,3960,78,2024-01-15
17456,4999,32,2022-03-02
17457,5086,41,2019-10-25
17458,4705,89,2019-06-07
17459,6283,21,2025-12-23
17460,7583,54,2019-04-17
17461,5437,50,2024-07-15
17462,6711,49,2021-02-24
17463,7685,79,2019-10-13
17464,6273,47,2024-02-15
17465,7802,25,2021-11-15
17466,5748,44,2020-01-31
17467,4799,38,2019-12-08
17468,209,100,2021-11-12
17469,3346,65,2020-08-03
17470,3279,42,2020-08-25
17471,1028,60,2020-03-04
17472,2769,36,2021-02-04
17473,4303,19,2022-08-24
17474,5464,61,2020-12-20
17475,2355,36,2023-07-27
17476,5446,39,2023-03-01
17477,9735,60,2023-02-06
17478,6580,28,2025-11-01
17479,5745,37,2019-08-30
17480,4051,84,2020-11-20
17481,1256,27,2023-08-30
17482,9883,70,2026-05-02
17483,1426,9,2019-07-07
17484,1797,58,2025-05-13
17485,196,61,2025-04-24
17486,7524,73,2024-11-12
17487,4275,15,2023-03-16
17488,3641,23,2022-10-22
17489,4717,59,2025-12-28
17490,5583,67,2020-04-23
17491,7607,45,2019-10-24
17492,2698,24,2024-08-04
17493,6811,46,2020-04-04
17494,6169,30,2020-06-06
17495,9318,62,2022-02-26
17496,9962,24,2022-06-29
17497,5271,67,2019-06-14
17498,832,45,2023-08-31
17499,2145,95,2022-08-19
17500,6246,31,2025-12-28
17501,6986,54,2021-11-09
17502,269,69,2022-02-18
17503,5425,51,2025-07-25
17504,8189,43,2024-10-08
17505,5549,24,2024-12-04
17506,6815,59,2022-06-27
17507,204,21,2021-07-17
17508,475,26,2022-08-10
17509,136,70,2021-06-15
17510,6389,27,2021-02-16
17511,3960,36,2024-01-15
17512,311,20,2020-09-03
17513,5901,72,2022-10-22
17514,9491,100,2019-09-10
17515,3546,47,2020-01-25
17516,4402,10,2022-12-19
17517,7420,57,2023-05-24
17518,457,67,2022-10-16
17519,8752,81,2022-10-24
17520,4436,11,2023-09-19
17521,6072,49,2022-07-27
17522,3128,69,2025-10-01
17523,6180,39,2026-04-21
17524,7015,36,2024-03-29
17525,7899,27,2021-04-15
17526,3143,48,2020-08-01
17527,6615,72,2025-09-14
17528,1491,78,2025-03-07
17529,4340,75,2023-06-14
17530,9375,49,2026-03-28
17531,8837,64,2020-08-21
17532,3633,65,2022-03-27
17533,4817,62,2019-12-17
17534,2624,71,2022-04-01
17535,9320,11,2019-02-03
17536,3598,62,2024-03-19
17537,2239,48,2021-05-21
17538,4589,31,2025-03-15
17539,2348,10,2020-10-03
17540,9128,39,2024-04-26
17541,4588,44,2023-11-04
17542,1943,24,2025-01-21
17543,9495,20,2022-06-20
17544,5435,45,2023-04-14
17545,1750,81,2026-02-14
17546,6612,20,2023-10-31
17547,1658,54,2022-05-21
17548,6004,69,2020-07-08
17549,2488,48,2022-06-06
17550,1779,54,2023-07-20
17551,6168,7,2024-11-19
17552,3562,19,2024-07-25
17553,4557,67,2023-01-08
17554,6495,100,2019-10-29
17555,8357,81,2025-07-29
17556,6509,31,2020-08-27
17557,6640,61,2021-11-04
17558,3737,34,2021-07-04
17559,835,75,2024-05-03
17560,5877,85,2024-12-05
17561,6043,75,2021-03-05
17562,3640,26,2024-09-10
17563,932,25,2026-03-05
17564,8774,79,2021-12-31
17565,7488,34,2020-11-03
17566,8068,33,2025-05-15
17567,5897,43,2024-04-29
17568,6410,20,2020-04-01
17569,713,55,2021-07-02
17570,8723,22,2025-09-13
17571,4639,56,2025-02-02
17572,4904,29,2023-03-11
17573,4814,93,2020-04-06
17574,8009,13,2023-09-08
17575,6865,30,2024-08-20
17576,1027,77,2021-05-17
17577,6889,43,2021-03-18
17578,1537,18,2022-03-23
17579,6988,64,2019-07-02
17580,1828,60,2022-10-16
17581,8036,100,2025-10-21
17582,9474,52,2023-12-28
17583,6846,29,2020-07-18
17584,4460,40,2025-10-17
17585,1348,41,2019-05-10
17586,4801,66,2021-11-16
17587,135,52,2023-08-03
17588,4954,54,2023-12-15
17589,4779,83,2020-05-06
17590,1726,30,2024-03-14
17591,5370,52,2022-11-26
17592,83,44,2024-07-20
17593,5219,23,2020-08-28
17594,1288,40,2024-10-12
17595,3942,31,2023-08-05
17596,4366,52,2025-07-09
17597,2011,85,2021-06-24
17598,100,34,2020-03-10
17599,53,59,2019-12-24
17600,2337,100,2023-12-30
17601,2640,79,2024-05-04
17602,6978,41,2025-05-13
17603,3297,67,2026-01-01
17604,6336,94,2025-10-13
17605,328,53,2022-08-31
17606,4788,55,2019-03-21
17607,795,68,2024-09-27
17608,5695,28,2020-03-08
17609,1029,64,2025-09-28
17610,1218,41,2019-07-02
17611,9467,68,2024-09-08
17612,4752,14,2020-09-28
17613,3533,59,2022-11-25
17614,8142,23,2020-02-29
17615,7386,40,2023-05-05
17616,4935,7,2024-04-04
17617,5299,21,2023-03-07
17618,1404,23,2025-07-03
17619,6370,43,2019-06-16
17620,6123,48,2022-05-01
17621,2365,57,2022-01-24
17622,3266,80,2021-03-28
17623,1881,89,2025-11-03
17624,7404,67,2021-12-02
17625,3447,50,2026-05-11
17626,7623,8,2021-07-22
17627,6022,35,2020-03-12
17628,7170,100,2020-12-28
17629,1083,22,2023-03-07
17630,47,17,2025-03-01
17631,6875,27,2024-11-04
17632,568,93,2020-05-26
17633,3643,83,2025-05-29
17634,6649,33,2020-09-04
17635,7498,17,2025-03-02
17636,3508,77,2024-05-14
17637,1871,63,2021-08-05
17638,2220,23,2020-04-03
17639,8807,25,2021-08-29
17640,8065,51,2022-04-11
17641,8056,30,2025-09-06
17642,9488,26,2024-02-06
17643,7494,66,2023-04-02
17644,3189,52,2023-08-07
17645,1198,68,2021-03-05
17646,5020,74,2020-01-03
17647,7181,44,2023-01-22
17648,2841,77,2023-06-21
17649,36,80,2024-11-19
17650,4837,0,2021-04-21
17651,2743,84,2019-11-04
17652,9951,72,2023-08-06
17653,1391,74,2020-09-06
17654,4213,62,2021-01-03
17655,1005,49,2023-09-15
17656,478,8,2022-02-13
17657,6605,26,2024-06-22
17658,6126,54,2024-09-17
17659,2665,60,2020-10-13
17660,4688,27,2020-12-26
17661,4343,42,2022-12-29
17662,1061,41,2025-07-19
17663,2526,60,2026-03-09
17664,5088,45,2022-07-21
17665,4975,17,2022-02-03
17666,4422,46,2022-04-30
17667,6513,70,2022-11-12
17668,1982,30,2023-07-23
17669,9040,77,2024-12-25
17670,9914,31,2021-08-28
17671,7090,37,2021-11-20
17672,2436,39,2021-12-16
17673,9813,22,2022-01-13
17674,8930,64,2024-08-15
17675,6200,93,2024-10-09
17676,8855,48,2021-07-22
17677,5971,39,2022-04-05
17678,5065,45,2024-12-20
17679,6098,44,2020-03-12
17680,2299,100,2025-01-07
17681,5905,74,2022-03-05
17682,2221,35,2021-06-18
17683,5514,49,2023-04-22
17684,2062,35,2022-02-05
17685,1637,51,2024-10-16
17686,448,58,2019-03-16
17687,8070,12,2023-07-12
17688,8799,38,2023-11-06
17689,969,74,2025-11-29
17690,4073,50,2023-03-14
17691,4144,60,2025-07-05
17692,2282,35,2022-01-24
17693,2264,40,2020-02-19
17694,1453,37,2022-07-22
17695,9194,32,2024-11-06
17696,1284,9,2021-01-31
17697,1204,38,2025-02-22
17698,698,56,2024-03-19
17699,2934,48,2024-06-26
17700,2449,24,2019-08-28
17701,8978,41,2023-11-22
17702,9249,9,2025-10-06
17703,4248,40,2023-08-12
17704,4642,53,2026-01-18
17705,2973,37,2020-04-12
17706,4217,27,2022-11-14
17707,9625,41,2020-07-25
17708,6506,57,2022-11-08
17709,6841,67,2025-02-24
17710,2291,0,2020-07-14
17711,2406,9,2021-08-18
17712,7198,0,2020-11-02
17713,3295,51,2025-08-02
17714,4499,64,2019-11-27
17715,7914,67,2025-05-29
17716,9042,39,2023-09-30
17717,607,36,2022-04-17
17718,8302,40,2025-05-27
17719,6830,21,2020-07-11
17720,4668,67,2026-06-02
17721,1184,46,2025-07-11
17722,9972,100,2024-09-05
17723,8663,37,2019-08-03
17724,4097,18,2023-03-01
17725,7974,71,2021-04-28
17726,9070,32,2022-09-13
17727,4451,42,2021-08-18
17728,4576,30,2024-02-08
17729,5693,25,2019-06-18
17730,3494,77,2020-09-16
17731,4771,62,2024-11-28
17732,1297,31,2025-03-23
17733,5362,64,2024-05-13
17734,6997,28,2020-11-03
17735,2323,28,2020-07-12
17736,4606,56,2026-03-11
17737,9901,26,2023-07-30
17738,6803,95,2021-04-27
17739,2309,56,2021-04-14
17740,8289,87,2021-08-24
17741,8559,60,2023-08-20
17742,9938,37,2019-12-29
17743,3521,60,2024-11-28
17744,8625,25,2025-09-09
17745,6730,27,2019-05-26
17746,7285,42,2026-01-15
17747,6414,36,2023-05-25
17748,9690,45,2023-10-01
17749,9468,53,2022-10-02
17750,64,48,2021-02-21
17751,8740,54,2023-07-18
17752,5656,21,2024-10-08
17753,4999,67,2022-06-17
17754,2992,67,2019-08-26
17755,5023,59,2023-09-14
17756,8847,62,2019-12-04
17757,9742,24,2022-06-10
17758,2851,98,2022-10-02
17759,9584,39,2023-03-04
17760,4889,64,2025-01-29
17761,8500,23,2024-09-27
17762,9231,46,2020-02-23
17763,8751,87,2025-07-13
17764,9284,9,2019-09-26
17765,361,29,2020-01-29
17766,1256,46,2023-08-19
17767,299,35,2021-12-16
17768,7061,49,2020-07-09
17769,8262,55,2019-09-12
17770,8410,82,2023-06-17
17771,4472,50,2022-02-19
17772,9391,43,2023-04-30
17773,4983,73,2020-06-14
17774,3301,30,2019-08-20
17775,6505,41,2022-03-10
17776,1440,19,2025-05-05
17777,7470,56,2019-09-23
17778,7683,60,2020-08-11
17779,9785,46,2024-10-23
17780,8364,36,2026-05-07
17781,9233,42,2023-11-24
17782,6297,72,2020-01-24
17783,6323,66,2025-04-21
17784,3395,46,2023-10-28
17785,9152,29,2023-02-05
17786,3083,68,2025-03-02
17787,6927,14,2024-01-29
17788,3163,94,2022-03-18
17789,5968,28,2020-11-16
17790,4174,59,2019-05-13
17791,6980,14,2025-12-29
17792,778,23,2022-06-20
17793,4190,29,2024-10-19
17794,1569,0,2021-02-24
17795,2347,87,2021-07-15
17796,9886,0,2020-07-08
17797,2598,55,2024-01-18
17798,8840,82,2020-09-13
17799,1816,35,2019-10-24
17800,7849,57,2021-11-28
17801,2931,39,2019-05-05
17802,2215,41,2024-05-29
17803,180,10,2023-10-12
17804,3579,23,2025-02-26
17805,516,100,2023-09-22
17806,8339,86,2020-03-17
17807,1469,6,2019-10-28
17808,7456,36,2022-09-26
17809,8790,55,2023-05-06
17810,8848,96,2019-09-07
17811,2806,31,2022-06-06
17812,7788,81,2025-04-10
17813,1618,23,2022-07-29
17814,5219,91,2020-03-04
17815,4486,49,2022-01-12
17816,3012,61,2021-07-15
17817,1788,41,2026-04-02
17818,2369,100,2020-03-04
17819,8541,76,2023-12-08
17820,7385,88,2022-03-11
17821,5500,15,2019-12-06
17822,2809,50,2024-05-22
17823,634,39,2024-04-10
17824,2965,30,2025-09-04
17825,4647,26,2021-07-02
17826,7161,16,2019-05-10
17827,3131,40,2020-05-30
17828,2077,17,2020-11-19
17829,379,29,2026-03-23
17830,4944,23,2021-05-20
17831,7624,42,2019-07-09
17832,2250,73,2020-01-10
17833,9938,56,2019-11-03
17834,9724,67,2020-05-16
17835,9620,78,2023-06-12
17836,7623,45,2021-04-23
17837,2340,61,2021-05-17
17838,553,38,2024-08-17
17839,2000,46,2020-09-03
17840,3769,34,2022-05-11
17841,1696,93,2025-04-30
17842,994,23,2025-07-09
17843,6691,32,2023-03-29
17844,2879,85,2021-09-22
17845,3394,52,2024-04-18
17846,110,43,2021-09-24
17847,7107,48,2021-03-19
17848,3423,73,2022-09-04
17849,9231,67,2020-03-23
17850,637,87,2026-02-12
17851,2626,37,2020-01-21
17852,1635,48,2025-11-19
17853,7694,50,2022-10-31
17854,3650,49,2020-05-01
17855,2159,23,2024-05-20
17856,1387,39,2024-06-21
17857,9691,34,2024-12-01
17858,1206,44,2021-06-18
17859,9804,50,2023-03-22
17860,1207,1,2025-12-28
17861,4285,32,2020-10-26
17862,4889,44,2024-10-14
17863,9714,0,2024-04-25
17864,4436,67,2023-09-05
17865,1268,80,2022-06-28
17866,8421,33,2020-07-27
17867,3910,56,2023-10-07
17868,7875,79,2026-05-14
17869,3447,23,2026-03-09
17870,3298,83,2023-03-15
17871,3781,51,2021-05-07
17872,1327,70,2024-03-21
17873,9625,18,2020-10-31
17874,1421,26,2024-08-04
17875,7060,92,2023-06-01
17876,3221,43,2021-03-02
17877,6790,39,2022-12-04
17878,7449,53,2022-05-03
17879,1157,100,2024-07-22
17880,8205,77,2022-11-12
17881,6185,100,2024-07-28
17882,1587,52,2019-08-28
17883,1255,98,2022-09-09
17884,6135,0,2023-03-04
17885,625,40,2023-09-11
17886,3224,28,2025-12-28
17887,1906,14,2025-12-26
17888,3617,9,2023-02-01
17889,2513,83,2022-05-27
17890,1699,67,2022-04-18
17891,4571,55,2021-07-09
17892,9153,75,2023-07-31
17893,6604,43,2020-09-14
17894,4558,57,2019-03-24
17895,1754,43,2021-07-06
17896,573,29,2022-06-29
17897,7598,20,2025-02-23
17898,7740,1,2024-12-25
17899,9425,35,2022-01-09
17900,5922,44,2021-08-04
17901,3085,58,2022-11-16
17902,945,14,2020-04-24
17903,202,77,2022-01-27
17904,2345,43,2019-10-16
17905,5102,70,2025-08-25
17906,6348,74,2021-11-15
17907,1415,60,2026-04-02
17908,5143,100,2021-06-26
17909,2270,56,2024-04-12
17910,9654,65,2025-02-20
17911,4202,55,2022-01-16
17912,5683,10,2019-11-04
17913,5262,26,2025-06-25
17914,5810,49,2021-02-13
17915,7934,52,2024-05-05
17916,384,4,2021-03-09
17917,2370,39,2022-05-02
17918,742,46,2022-04-30
17919,5909,53,2023-07-20
17920,8969,69,2022-11-12
17921,2588,66,2023-10-23
17922,2318,53,2026-03-08
17923,204,48,2021-08-27
17924,9308,100,2023-05-24
17925,8415,9,2021-12-17
17926,9489,10,2024-10-06
17927,5075,35,2021-07-02
17928,3809,77,2023-01-29
17929,9215,45,2023-04-07
17930,6266,44,2025-07-03
17931,9453,47,2021-07-24
17932,6424,72,2019-11-14
17933,3732,22,2021-12-27
17934,9828,61,2023-10-14
17935,8307,37,2023-04-01
17936,1971,20,2025-09-19
17937,1729,49,2019-09-26
17938,8212,55,2022-06-04
17939,4791,28,2023-07-14
17940,6044,29,2022-07-09
17941,3851,58,2021-10-17
17942,5885,52,2019-07-07
17943,3206,77,2020-03-27
17944,2745,81,2025-06-10
17945,3059,44,2023-05-19
17946,3284,53,2019-09-12
17947,7704,72,2026-04-19
17948,6142,9,2023-08-25
17949,797,94,2024-03-04
17950,2928,31,2021-05-17
17951,9379,51,2025-09-08
17952,8823,43,2022-02-06
17953,1715,48,2022-02-25
17954,4742,98,2022-11-21
17955,5720,71,2019-06-07
17956,6766,48,2024-05-13
17957,1093,36,2020-03-26
17958,5509,57,2025-04-14
17959,7158,6,2021-07-14
17960,5925,83,2025-12-18
17961,9952,30,2020-09-16
17962,9047,48,2021-08-10
17963,3027,82,2026-01-04
17964,2863,44,2022-06-14
17965,7766,25,2021-02-01
17966,6843,77,2023-11-15
17967,595,75,2019-12-25
17968,1250,48,2023-12-15
17969,418,4,2021-11-04
17970,7972,0,2019-05-03
17971,2093,42,2019-12-28
17972,2683,41,2020-07-04
17973,8679,51,2019-09-30
17974,6762,94,2025-09-16
17975,1454,57,2023-01-20
17976,2976,29,2020-03-23
17977,9616,72,2026-02-27
17978,2846,52,2020-09-22
17979,7337,35,2021-12-16
17980,6005,50,2024-01-07
17981,986,44,2024-07-30
17982,5876,44,2024-05-21
17983,226,40,2022-02-16
17984,9213,54,2024-11-13
17985,5578,0,2024-05-22
17986,1280,51,2023-02-11
17987,3826,100,2025-11-02
17988,3329,52,2023-03-23
17989,9812,63,2026-04-23
17990,7509,37,2021-11-07
17991,3611,58,2024-01-15
17992,5335,52,2021-07-25
17993,7995,69,2021-09-27
17994,4766,84,2025-11-23
17995,1902,72,2021-08-29
17996,8414,35,2022-08-10
17997,595,43,2020-02-23
17998,2176,36,2019-03-04
17999,9629,98,2024-09-03
18000,845,47,2022-07-12
18001,7728,58,2021-06-24
18002,6256,62,2021-07-04
18003,2859,71,2024-12-09
18004,4679,69,2019-12-15
18005,2179,61,2019-02-12
18006,5296,59,2024-04-01
18007,6056,36,2022-10-04
18008,1625,64,2020-07-20
18009,8303,27,2024-01-12
18010,1677,38,2025-01-25
18011,2169,1,2022-08-16
18012,2664,69,2020-07-04
18013,5604,54,2024-04-23
18014,3546,94,2019-11-03
18015,8550,96,2022-01-01
18016,4205,44,2022-09-08
18017,5984,67,2024-09-17
18018,589,30,2020-09-20
18019,8016,13,2023-03-17
18020,6142,77,2023-09-18
18021,6548,37,2021-11-14
18022,551,63,2024-09-12
18023,8618,44,2019-07-14
18024,7752,58,2024-08-25
18025,6883,30,2025-06-03
18026,2298,24,2026-01-21
18027,7878,0,2021-01-11
18028,1281,37,2021-06-09
18029,8145,69,2023-01-10
18030,4246,61,2025-06-12
18031,4697,10,2020-06-25
18032,7858,26,2024-03-22
18033,7581,56,2020-10-07
18034,2944,21,2023-03-29
18035,1943,42,2024-12-20
18036,2827,86,2020-08-19
18037,5591,42,2026-02-21
18038,8326,44,2022-02-27
18039,3078,89,2020-07-04
18040,2397,57,2022-09-10
18041,4705,70,2019-10-14
18042,284,52,2025-01-09
18043,4686,51,2019-08-29
18044,8092,92,2019-07-08
18045,3434,42,2021-05-04
18046,6487,100,2020-11-09
18047,978,36,2021-06-19
18048,4791,30,2023-01-29
18049,1828,94,2022-07-18
18050,3266,32,2020-10-15
18051,5561,80,2021-05-22
18052,6770,66,2022-12-23
18053,4022,48,2026-01-10
18054,4043,45,2022-04-12
18055,3907,42,2025-02-25
18056,223,15,2019-10-28
18057,2448,77,2020-02-22
18058,1417,49,2023-09-26
18059,5070,60,2020-07-23
18060,2869,92,2025-07-13
18061,480,57,2022-06-15
18062,244,47,2023-04-13
18063,3285,70,2023-11-01
18064,2888,100,2023-01-14
18065,5286,78,2026-06-06
18066,2880,25,2021-08-11
18067,2456,77,2021-10-31
18068,5894,91,2022-09-20
18069,2131,76,2023-06-28
18070,7479,53,2024-12-04
18071,6514,33,2021-05-14
18072,912,34,2019-08-20
18073,8371,29,2024-12-19
18074,6831,72,2026-02-12
18075,41,34,2022-01-05
18076,3436,98,2022-11-23
18077,1486,68,2020-06-03
18078,925,35,2026-03-23
18079,7415,31,2019-12-22
18080,8961,65,2020-11-26
18081,4176,59,2024-03-04
18082,2047,62,2020-11-20
18083,9718,78,2022-08-19
18084,4247,58,2025-05-25
18085,7276,55,2025-04-21
18086,4701,84,2024-12-25
18087,9326,59,2026-01-15
18088,599,9,2024-08-27
18089,2405,47,2019-11-17
18090,8687,35,2023-08-12
18091,7432,87,2020-05-02
18092,9753,43,2022-07-31
18093,9090,96,2022-05-03
18094,9444,73,2020-04-17
18095,7250,55,2024-12-07
18096,9259,41,2019-12-02
18097,1791,62,2025-12-10
18098,7365,62,2023-10-01
18099,4872,56,2023-05-13
18100,8652,54,2021-03-06
18101,2954,39,2025-01-20
18102,9730,52,2021-08-22
18103,5328,39,2025-04-14
18104,1209,72,2019-07-15
18105,8414,51,2022-11-15
18106,463,0,2020-12-28
18107,1029,54,2025-09-05
18108,947,69,2022-07-28
18109,92,71,2022-06-03
18110,5196,5,2023-12-11
18111,9751,61,2020-04-13
18112,4735,25,2020-07-12
18113,1053,59,2025-08-02
18114,5589,100,2021-06-27
18115,8133,50,2025-04-26
18116,8606,51,2021-05-25
18117,4214,43,2020-03-14
18118,9591,53,2023-09-12
18119,3681,83,2019-09-11
18120,4122,49,2024-01-20
18121,8801,53,2023-11-29
18122,4278,73,2025-02-13
18123,3748,14,2023-12-11
18124,1379,64,2020-03-10
18125,9665,72,2022-08-14
18126,163,22,2020-07-06
18127,9497,81,2024-08-02
18128,4305,4,2026-04-26
18129,4969,63,2023-10-28
18130,3966,96,2020-07-04
18131,6229,45,2025-07-08
18132,2047,77,2020-07-06
18133,3308,40,2021-01-20
18134,8800,49,2021-11-28
18135,1201,30,2024-03-26
18136,7217,46,2025-04-07
18137,1377,49,2019-01-04
18138,7785,10,2024-07-09
18139,3259,61,2019-06-21
18140,9831,45,2025-03-05
18141,4767,54,2025-05-31
18142,8841,57,2025-04-16
18143,8826,29,2021-11-15
18144,7959,43,2020-12-19
18145,555,42,2024-01-02
18146,8611,90,2025-03-19
18147,7542,59,2024-11-22
18148,2670,49,2023-01-31
18149,1051,0,2025-04-09
18150,1114,53,2021-11-19
18151,4133,30,2021-04-24
18152,6275,34,2024-05-25
18153,6094,93,2021-07-20
18154,6483,43,2024-02-14
18155,7079,53,2024-06-24
18156,877,79,2020-04-02
18157,7635,64,2021-01-18
18158,3412,73,2023-01-31
18159,8790,58,2023-03-28
18160,7584,73,2019-03-15
18161,8255,46,2022-01-21
18162,5449,70,2024-12-09
18163,7945,37,2020-04-06
18164,3364,52,2020-01-09
18165,970,44,2019-05-04
18166,3730,46,2024-08-11
18167,7290,65,2026-01-08
18168,9401,67,2025-07-23
18169,6539,49,2025-01-11
18170,2687,51,2021-09-16
18171,8329,54,2024-09-01
18172,1838,39,2026-03-02
18173,1839,76,2025-11-01
18174,5592,83,2023-01-25
18175,7937,53,2020-05-05
18176,1571,76,2023-07-10
18177,5185,90,2022-10-03
18178,6362,8,2022-04-04
18179,2685,85,2025-03-14
18180,9803,60,2023-06-07
18181,8252,100,2026-01-15
18182,1577,27,2020-03-28
18183,3857,94,2021-04-03
18184,118,56,2020-04-06
18185,964,14,2025-09-03
18186,7576,65,2025-08-10
18187,2181,75,2023-01-06
18188,601,64,2023-09-03
18189,2946,74,2019-11-17
18190,7491,39,2020-05-16
18191,3019,43,2022-07-22
18192,1304,14,2023-06-26
18193,179,38,2020-01-15
18194,8080,43,2019-09-06
18195,5941,83,2023-10-05
18196,8246,26,2025-12-27
18197,7416,50,2023-03-18
18198,6281,55,2025-03-12
18199,3871,100,2023-10-06
18200,2389,43,2024-05-03
18201,8941,25,2024-02-02
18202,5458,21,2019-07-21
18203,2820,32,2022-07-13
18204,6652,38,2024-03-02
18205,6944,92,2022-12-13
18206,7966,56,2022-09-13
18207,6850,24,2020-05-09
18208,755,42,2021-03-20
18209,999,51,2023-03-19
18210,1127,7,2024-01-20
18211,340,68,2025-04-07
18212,9705,32,2020-06-08
18213,7074,72,2021-12-21
18214,251,43,2022-04-08
18215,8077,4,2022-07-01
18216,7776,68,2024-09-26
18217,8635,28,2023-09-03
18218,8064,38,2020-08-07
18219,8785,0,2019-04-02
18220,5779,27,2025-05-21
18221,7966,52,2022-10-24
18222,8291,57,2022-10-08
18223,4112,38,2022-04-25
18224,716,41,2022-04-08
18225,561,29,2021-03-09
18226,290,83,2025-06-07
18227,1085,46,2021-08-22
18228,7026,88,2025-01-20
18229,7833,82,2021-03-19
18230,1066,44,2020-07-26
18231,9563,48,2022-10-06
18232,3055,54,2019-06-02
18233,5385,48,2026-05-05
18234,8526,69,2023-04-04
18235,3512,34,2019-05-28
18236,4251,52,2021-10-06
18237,6341,21,2023-09-07
18238,2634,37,2020-03-27
18239,4727,78,2020-05-07
18240,3745,41,2025-03-19
18241,6907,74,2022-11-09
18242,7106,35,2024-08-27
18243,4994,0,2019-03-04
18244,7441,68,2021-10-13
18245,8940,34,2021-08-08
18246,1791,66,2025-08-03
18247,5395,29,2025-11-21
18248,3966,38,2020-02-24
18249,1886,100,2024-02-13
18250,4988,70,2022-04-30
18251,818,37,2019-08-07
18252,7206,8,2021-09-07
18253,3947,85,2024-04-02
18254,490,29,2022-04-25
18255,9020,50,2025-05-22
18256,7376,78,2025-07-23
18257,5376,43,2025-01-10
18258,5020,43,2019-11-11
18259,562,41,2024-12-27
18260,4018,24,2019-12-08
18261,1082,58,2020-03-20
18262,5313,48,2024-02-14
18263,9851,63,2024-03-30
18264,7902,47,2022-03-03
18265,1317,42,2020-02-11
18266,8214,83,2024-04-17
18267,4980,39,2024-08-28
18268,141,55,2025-06-09
18269,8711,23,2024-10-25
18270,2406,48,2021-06-28
18271,3389,94,2020-07-21
18272,5094,64,2024-12-02
18273,3905,67,2022-08-18
18274,8509,75,2020-01-05
18275,4167,58,2021-10-27
18276,3615,28,2021-12-08
18277,7282,66,2021-01-22
18278,6467,74,2025-01-03
18279,25,25,2020-05-11
18280,824,90,2023-08-24
18281,5593,22,2025-04-20
18282,807,0,2025-06-24
18283,3128,41,2025-09-07
18284,5040,100,2023-03-30
18285,5603,64,2024-12-09
